 0.11390E-04 0.68310E-07 0.00000E+00    14001      814    3      809 0.710E+08 0.78744E-10  0.11390E-04
   1    0.11576E-04    0.25276E-06    0.97650E+00    0.51488E-04    0.11576E-04
   2    0.11577E-04    0.10047E-06    0.54890E+00    0.35693E-04    0.11577E-04
   3    0.11339E-04    0.47982E-07    0.37848E+00    0.21043E-04    0.11339E-04
