1.7000e+03,4.0000e-01,8.1033e-03
1.7000e+03,6.0000e-01,1.8216e-02
1.7000e+03,8.0000e-01,3.1326e-02
1.7000e+03,1.0000e+00,4.9745e-02
1.7000e+03,1.2000e+00,7.1005e-02
1.7000e+03,1.4000e+00,1.0116e-01
1.7000e+03,1.6000e+00,1.3824e-01
1.8000e+03,2.0000e-01,1.3717e-03
1.8000e+03,4.0000e-01,5.4524e-03
1.8000e+03,6.0000e-01,1.2361e-02
1.8000e+03,8.0000e-01,2.1834e-02
1.8000e+03,1.0000e+00,3.4284e-02
1.8000e+03,1.2000e+00,4.9772e-02
1.8000e+03,1.4000e+00,7.0771e-02
1.8000e+03,1.6000e+00,9.3401e-02
1.9000e+03,2.0000e-01,9.6583e-04
1.9000e+03,4.0000e-01,3.8716e-03
1.9000e+03,6.0000e-01,8.7858e-03
1.9000e+03,8.0000e-01,1.5248e-02
1.9000e+03,1.0000e+00,2.4407e-02
1.9000e+03,1.2000e+00,3.4756e-02
1.9000e+03,1.4000e+00,4.8455e-02
1.9000e+03,1.6000e+00,6.5501e-02
2.0000e+03,2.0000e-01,6.7955e-04
2.0000e+03,4.0000e-01,2.6470e-03
2.0000e+03,6.0000e-01,6.1241e-03
2.0000e+03,8.0000e-01,1.0390e-02
2.0000e+03,1.0000e+00,1.7142e-02
2.0000e+03,1.2000e+00,2.5794e-02
2.0000e+03,1.4000e+00,3.3899e-02
2.0000e+03,1.6000e+00,4.5994e-02
2.1000e+03,2.0000e-01,4.7296e-04
2.1000e+03,4.0000e-01,1.8774e-03
2.1000e+03,6.0000e-01,4.3674e-03
2.1000e+03,8.0000e-01,7.7768e-03
2.1000e+03,1.0000e+00,1.1772e-02
2.1000e+03,1.2000e+00,1.7632e-02
2.1000e+03,1.4000e+00,2.4478e-02
2.1000e+03,1.6000e+00,3.3438e-02
2.2000e+03,2.0000e-01,3.3743e-04
2.2000e+03,4.0000e-01,1.3419e-03
2.2000e+03,6.0000e-01,3.0800e-03
2.2000e+03,8.0000e-01,5.2354e-03
2.2000e+03,1.0000e+00,8.3609e-03
2.2000e+03,1.2000e+00,1.2436e-02
2.2000e+03,1.4000e+00,1.7056e-02
2.2000e+03,1.6000e+00,2.4124e-02
2.3000e+03,2.0000e-01,2.3980e-04
2.3000e+03,4.0000e-01,9.3687e-04
2.3000e+03,6.0000e-01,2.2174e-03
2.3000e+03,8.0000e-01,3.9102e-03
2.3000e+03,1.0000e+00,6.1489e-03
2.3000e+03,1.2000e+00,9.1202e-03
2.3000e+03,1.4000e+00,1.2008e-02
2.3000e+03,1.6000e+00,1.6682e-02
2.4000e+03,2.0000e-01,1.6641e-04
2.4000e+03,4.0000e-01,7.0504e-04
2.4000e+03,6.0000e-01,1.5748e-03
2.4000e+03,8.0000e-01,2.7903e-03
2.4000e+03,1.0000e+00,4.2976e-03
2.4000e+03,1.2000e+00,6.3829e-03
2.4000e+03,1.4000e+00,8.9540e-03
2.4000e+03,1.6000e+00,1.2681e-02
2.5000e+03,2.0000e-01,1.2134e-04
2.5000e+03,4.0000e-01,4.8904e-04
2.5000e+03,6.0000e-01,1.1404e-03
2.5000e+03,8.0000e-01,1.9334e-03
2.5000e+03,1.0000e+00,3.1367e-03
2.5000e+03,1.2000e+00,4.6979e-03
2.5000e+03,1.4000e+00,6.4497e-03
2.5000e+03,1.6000e+00,9.0074e-03
2.6000e+03,2.0000e-01,9.0755e-05
2.6000e+03,4.0000e-01,3.4569e-04
2.6000e+03,6.0000e-01,7.7507e-04
2.6000e+03,8.0000e-01,1.3791e-03
2.6000e+03,1.0000e+00,2.2238e-03
2.6000e+03,1.2000e+00,3.2859e-03
2.6000e+03,1.4000e+00,4.5422e-03
2.6000e+03,1.6000e+00,6.5134e-03
2.7000e+03,2.0000e-01,6.3432e-05
2.7000e+03,4.0000e-01,2.4740e-04
2.7000e+03,6.0000e-01,5.5305e-04
2.7000e+03,8.0000e-01,1.0049e-03
2.7000e+03,1.0000e+00,1.6115e-03
2.7000e+03,1.2000e+00,2.3114e-03
2.7000e+03,1.4000e+00,3.4456e-03
2.7000e+03,1.6000e+00,4.8314e-03
2.8000e+03,2.0000e-01,4.3193e-05
2.8000e+03,4.0000e-01,1.7698e-04
2.8000e+03,6.0000e-01,4.0448e-04
2.8000e+03,8.0000e-01,7.3189e-04
2.8000e+03,1.0000e+00,1.1622e-03
2.8000e+03,1.2000e+00,1.6268e-03
2.8000e+03,1.4000e+00,2.4131e-03
2.8000e+03,1.6000e+00,3.4796e-03
2.9000e+03,2.0000e-01,3.2313e-05
2.9000e+03,4.0000e-01,1.2938e-04
2.9000e+03,6.0000e-01,2.8887e-04
2.9000e+03,8.0000e-01,5.2347e-04
2.9000e+03,1.0000e+00,8.1416e-04
2.9000e+03,1.2000e+00,1.2336e-03
2.9000e+03,1.4000e+00,1.7044e-03
2.9000e+03,1.6000e+00,2.4941e-03
3.0000e+03,2.0000e-01,2.2750e-05
3.0000e+03,4.0000e-01,9.2244e-05
3.0000e+03,6.0000e-01,2.0532e-04
3.0000e+03,8.0000e-01,3.7505e-04
3.0000e+03,1.0000e+00,5.8603e-04
3.0000e+03,1.2000e+00,8.6618e-04
3.0000e+03,1.4000e+00,1.2802e-03
3.0000e+03,1.6000e+00,1.7894e-03
3.1000e+03,2.0000e-01,1.6333e-05
3.1000e+03,4.0000e-01,6.4419e-05
3.1000e+03,6.0000e-01,1.5071e-04
3.1000e+03,8.0000e-01,2.6473e-04
3.1000e+03,1.0000e+00,4.2593e-04
3.1000e+03,1.2000e+00,6.1516e-04
3.1000e+03,1.4000e+00,9.2524e-04
3.1000e+03,1.6000e+00,1.2958e-03
3.2000e+03,2.0000e-01,1.1649e-05
3.2000e+03,4.0000e-01,4.6503e-05
3.2000e+03,6.0000e-01,1.0463e-04
3.2000e+03,8.0000e-01,1.9363e-04
3.2000e+03,1.0000e+00,3.1103e-04
3.2000e+03,1.2000e+00,4.4773e-04
3.2000e+03,1.4000e+00,6.4747e-04
3.2000e+03,1.6000e+00,9.7421e-04
3.3000e+03,2.0000e-01,8.4701e-06
3.3000e+03,4.0000e-01,3.3153e-05
3.3000e+03,6.0000e-01,7.6079e-05
3.3000e+03,8.0000e-01,1.3408e-04
3.3000e+03,1.0000e+00,2.1563e-04
3.3000e+03,1.2000e+00,3.2602e-04
3.3000e+03,1.4000e+00,5.0627e-04
3.3000e+03,1.6000e+00,7.0335e-04
3.4000e+03,2.0000e-01,5.8449e-06
3.4000e+03,4.0000e-01,2.4076e-05
3.4000e+03,6.0000e-01,5.3273e-05
3.4000e+03,8.0000e-01,9.5325e-05
3.4000e+03,1.0000e+00,1.5685e-04
3.4000e+03,1.2000e+00,2.3363e-04
3.4000e+03,1.4000e+00,3.4493e-04
3.4000e+03,1.6000e+00,5.3015e-04
3.5000e+03,2.0000e-01,4.3261e-06
3.5000e+03,4.0000e-01,1.7075e-05
3.5000e+03,6.0000e-01,3.8339e-05
3.5000e+03,8.0000e-01,7.0719e-05
3.5000e+03,1.0000e+00,1.1014e-04
3.5000e+03,1.2000e+00,1.6739e-04
3.5000e+03,1.4000e+00,2.4818e-04
3.5000e+03,1.6000e+00,4.0287e-04
3.6000e+03,2.0000e-01,3.0756e-06
3.6000e+03,4.0000e-01,1.2211e-05
3.6000e+03,6.0000e-01,2.7243e-05
3.6000e+03,8.0000e-01,4.9966e-05
3.6000e+03,1.0000e+00,7.9103e-05
3.6000e+03,1.2000e+00,1.1936e-04
3.6000e+03,1.4000e+00,1.7904e-04
3.6000e+03,1.6000e+00,2.9368e-04
3.7000e+03,2.0000e-01,2.1170e-06
3.7000e+03,4.0000e-01,8.7100e-06
3.7000e+03,6.0000e-01,1.9758e-05
3.7000e+03,8.0000e-01,3.5963e-05
3.7000e+03,1.0000e+00,5.7685e-05
3.7000e+03,1.2000e+00,8.7538e-05
3.7000e+03,1.4000e+00,1.3507e-04
3.7000e+03,1.6000e+00,2.1724e-04
3.8000e+03,2.0000e-01,1.5282e-06
3.8000e+03,4.0000e-01,6.1456e-06
3.8000e+03,6.0000e-01,1.3808e-05
3.8000e+03,8.0000e-01,2.5380e-05
3.8000e+03,1.0000e+00,4.1630e-05
3.8000e+03,1.2000e+00,6.1285e-05
3.8000e+03,1.4000e+00,9.4654e-05
3.8000e+03,1.6000e+00,1.5964e-04
3.9000e+03,2.0000e-01,1.0869e-06
3.9000e+03,4.0000e-01,4.3994e-06
3.9000e+03,6.0000e-01,1.0136e-05
3.9000e+03,8.0000e-01,1.8403e-05
3.9000e+03,1.0000e+00,2.8958e-05
3.9000e+03,1.2000e+00,4.2807e-05
3.9000e+03,1.4000e+00,7.0968e-05
3.9000e+03,1.6000e+00,1.2143e-04
4.0000e+03,2.0000e-01,8.1136e-07
4.0000e+03,4.0000e-01,3.1656e-06
4.0000e+03,6.0000e-01,7.1836e-06
4.0000e+03,8.0000e-01,1.3151e-05
4.0000e+03,1.0000e+00,2.0823e-05
4.0000e+03,1.2000e+00,3.1974e-05
4.0000e+03,1.4000e+00,5.1913e-05
4.0000e+03,1.6000e+00,9.2036e-05
