 0.44871E-05 0.18792E-07 0.00000E+00    10095      576    3      571 0.127E+09 0.43214E-10  0.44871E-05
   1    0.44164E-05    0.10152E-06    0.87287E+00    0.17277E-04    0.44164E-05
   2    0.45030E-05    0.45443E-07    0.54195E+00    0.14957E-04    0.45030E-05
   3    0.44866E-05    0.21079E-07    0.35681E+00    0.93120E-05    0.44866E-05
