 0.28080E-04 0.40827E-06 0.00000E+00    10018      547    3      542 0.193E+08 0.27110E-09  0.28080E-04
   1    0.30990E-04    0.42442E-05    0.51809E+01    0.46704E-02    0.30990E-04
   2    0.29674E-04    0.16854E-05    0.30386E+01    0.18053E-02    0.29674E-04
   3    0.27931E-04    0.42266E-06    0.11448E+01    0.40600E-03    0.27931E-04
