 0.22449E-04 0.20080E-06 0.00000E+00    10067      572    3      567 0.253E+08 0.21723E-09  0.22449E-04
   1    0.21543E-04    0.97117E-06    0.17095E+01    0.62382E-03    0.21543E-04
   2    0.22435E-04    0.65410E-06    0.15636E+01    0.71495E-03    0.22435E-04
   3    0.22491E-04    0.21612E-06    0.72877E+00    0.19415E-03    0.22491E-04
