 0.37283E-04 0.56275E-06 0.00000E+00    11089      643    3      508 0.136E+08 0.32887E-09  0.37283E-04
   1    0.41071E-04    0.56937E-05    0.55173E+01    0.69985E-02    0.41071E-04
   2    0.35844E-04    0.13526E-05    0.21239E+01    0.18695E-02    0.35844E-04
   3    0.37507E-04    0.62210E-06    0.13203E+01    0.10209E-02    0.37507E-04
