 0.12126E-03 0.12094E-05 0.00000E+00    11117      640    3      635 0.524E+07 0.10583E-08  0.12126E-03
   1    0.12284E-03    0.93742E-05    0.30410E+01    0.75079E-02    0.12284E-03
   2    0.12362E-03    0.42501E-05    0.19375E+01    0.44427E-02    0.12362E-03
   3    0.12100E-03    0.12730E-05    0.83847E+00    0.15381E-02    0.12100E-03
