 0.66490E-04 0.88413E-06 0.00000E+00    10578      617    3      572 0.860E+07 0.61271E-09  0.66490E-04
   1    0.70906E-04    0.10267E-04    0.56287E+01    0.11054E-01    0.70906E-04
   2    0.65103E-04    0.23893E-05    0.20175E+01    0.34636E-02    0.65103E-04
   3    0.66658E-04    0.95564E-06    0.11146E+01    0.15358E-02    0.66658E-04
