 0.95719E-05 0.17095E-06 0.00000E+00    11425      615    3      610 0.637E+08 0.80891E-10  0.95719E-05
   1    0.99905E-05    0.22834E-05    0.92334E+01    0.29285E-02    0.99905E-05
   2    0.10661E-04    0.72567E-06    0.38888E+01    0.92079E-03    0.10661E-04
   3    0.95050E-05    0.15776E-06    0.13410E+01    0.17219E-03    0.95050E-05
