 0.18246E-06 0.52884E-08 0.00000E+00    15001      117    4      113 0.619E+09 0.22941E-11  0.18246E-06
   2    0.15639E-06    0.10414E-07    0.29782E+01    0.97481E-05    0.15639E-06
   3    0.12721E-05    0.11069E-05    0.55030E+02    0.44276E-02    0.12721E-05
   4    0.18353E-06    0.28440E-08    0.13860E+01    0.30452E-05    0.18353E-06
