 0.28166E-04 0.40312E-06 0.00000E+00    14001      753    3      627 0.223E+08 0.19480E-09  0.28166E-04
   1    0.26048E-04    0.27801E-05    0.47731E+01    0.34167E-02    0.26048E-04
   2    0.29753E-04    0.14328E-05    0.30456E+01    0.28553E-02    0.29753E-04
   3    0.28051E-04    0.42469E-06    0.13541E+01    0.83464E-03    0.28051E-04
