 0.36901E-04 0.48060E-06 0.00000E+00    14001      819    3      661 0.179E+08 0.25697E-09  0.36901E-04
   1    0.41514E-04    0.52079E-05    0.56103E+01    0.83328E-02    0.41514E-04
   2    0.36089E-04    0.11539E-05    0.20223E+01    0.15302E-02    0.36089E-04
   3    0.37004E-04    0.53115E-06    0.12838E+01    0.83072E-03    0.37004E-04
