 0.88834E-04 0.11421E-05 0.00000E+00    11929      701    3      581 0.654E+07 0.72945E-09  0.88834E-04
   1    0.83241E-04    0.68717E-05    0.34077E+01    0.75095E-02    0.83241E-04
   2    0.86876E-04    0.25337E-05    0.17026E+01    0.26259E-02    0.86876E-04
   3    0.89494E-04    0.13015E-05    0.12007E+01    0.18255E-02    0.89494E-04
