 0.28682E-04 0.47944E-06 0.00000E+00    10270      554    3      470 0.164E+08 0.27062E-09  0.28682E-04
   1    0.32993E-04    0.50645E-05    0.58793E+01    0.56299E-02    0.32993E-04
   2    0.29006E-04    0.14742E-05    0.27530E+01    0.15382E-02    0.29006E-04
   3    0.28584E-04    0.50934E-06    0.13650E+01    0.50267E-03    0.28584E-04
