 0.12363E-03 0.17454E-05 0.00000E+00    11341      674    3      478 0.387E+07 0.10713E-08  0.12363E-03
   1    0.12279E-03    0.14135E-04    0.46331E+01    0.20622E-01    0.12279E-03
   2    0.11918E-03    0.34338E-05    0.16399E+01    0.40012E-02    0.11918E-03
   3    0.12495E-03    0.19555E-05    0.12598E+01    0.28144E-02    0.12495E-03
